0,0,370
0,400,510
0,800,650
0,1200,740
0,1600,830
0,2000,880
0,2400,910
0,2800,950
0,3200,1430
0,3600,1420
0,4000,1380
0,4400,1370
0,4800,1350
400,0,470
400,400,620
400,800,760
400,1200,880
400,1600,980
400,2000,1060
400,2400,1090
400,2800,1190
400,3200,1450
400,3600,1430
400,4000,1410
400,4400,1390
400,4800,1370
800,0,550
800,400,730
800,800,880
800,1200,1080
800,1600,1180
800,2000,1230
800,2400,1270
800,2800,1370
800,3200,1460
800,3600,1450
800,4000,1430
800,4400,1410
800,4800,1390
1200,0,600
1200,400,800
1200,800,970
1200,1200,1130
1200,1600,1320
1200,2000,1390
1200,2400,1500
1200,2800,1500
1200,3200,1500
1200,3600,1480
1200,4000,1450
1200,4400,1430
1200,4800,1400
1600,0,670
1600,400,850
1600,800,1020
1600,1200,1250
1600,1600,1450
1600,2000,1420
1600,2400,1200
1600,2800,1200
1600,3200,1550
1600,3600,1500
1600,4000,1470
1600,4400,1440
1600,4800,1410
2000,0,690
2000,400,870
2000,800,1050
2000,1200,1280
2000,1600,1420
2000,2000,1500
2000,2400,1100
2000,2800,1100
2000,3200,1600
2000,3600,1550
2000,4000,1320
2000,4400,1140
2000,4800,960
2400,0,670
2400,400,850
2400,800,1020
2400,1200,1230
2400,1600,1230
2400,2000,1400
2400,2400,1350
2400,2800,1550
2400,3200,1550
2400,3600,1510
2400,4000,1280
2400,4400,1110
2400,4800,940
2800,0,620
2800,400,780
2800,800,830
2800,1200,1040
2800,1600,1300
2800,2000,900
2800,2400,1450
2800,2800,1600
2800,3200,1600
2800,3600,1430
2800,4000,1200
2800,4400,1050
2800,4800,880
3200,0,580
3200,400,650
3200,800,800
3200,1200,900
3200,1600,700
3200,2000,1100
3200,2400,1200
3200,2800,1550
3200,3200,1600
3200,3600,1300
3200,4000,1080
3200,4400,950
3200,4800,800
3600,0,450
3600,400,500
3600,800,700
3600,1200,500
3600,1600,900
3600,2000,1060
3600,2400,1150
3600,2800,1380
3600,3200,1600
3600,3600,1200
3600,4000,940
3600,4400,820
3600,4800,690
4000,0,400
4000,400,200
4000,800,300
4000,1200,700
4000,1600,850
4000,2000,950
4000,2400,1010
4000,2800,1070
4000,3200,1550
4000,3600,980
4000,4000,780
4000,4400,690
4000,4800,570
4400,0,300
4400,400,300
4400,800,500
4400,1200,780
4400,1600,810
4400,2000,870
4400,2400,880
4400,2800,900
4400,3200,1500
4400,3600,850
4400,4000,620
4400,4400,540
4400,4800,430
4800,0,100
4800,400,350
4800,800,550
4800,1200,750
4800,1600,380
4800,2000,900
4800,2400,1000
4800,2800,1050
4800,3200,1500
4800,3600,750
4800,4000,460
4800,4400,380
4800,4800,290
5200,0,150
5200,400,320
5200,800,480
5200,1200,650
5200,1600,780
5200,2000,936
5200,2400,1050
5200,2800,1150
5200,3200,1555
5200,3600,550
5200,4000,370
5200,4400,300
5200,4800,210
5600,0,250
5600,400,350
5600,800,350
5600,1200,550
5600,1600,750
5600,2000,950
5600,2400,1100
5600,2800,1200
5600,3200,1550
5600,3600,500
5600,4000,350
5600,4400,210
5600,4800,150
