agent_id,time,lng,lat
Car-1,2008-05-17 08:51:46,116.47219,39.927123
Car-1,2008-05-17 08:51:48,116.472193,39.927124
Car-1,2008-05-17 08:51:50,116.472221,39.92719
Car-1,2008-05-17 08:51:52,116.472231,39.927259
Car-1,2008-05-17 08:51:54,116.472248,39.927376
Car-1,2008-05-17 08:51:56,116.472258,39.927511
Car-1,2008-05-17 08:51:58,116.472263,39.927637
Car-1,2008-05-17 08:52:00,116.472268,39.927781
Car-1,2008-05-17 08:52:02,116.472275,39.927944
Car-1,2008-05-17 08:52:04,116.472279,39.928064
Car-1,2008-05-17 08:52:06,116.472264,39.928196
Car-1,2008-05-17 08:52:08,116.472248,39.928242
Car-1,2008-05-17 08:52:10,116.472247,39.92827
Car-1,2008-05-17 08:52:12,116.472248,39.928309
Car-1,2008-05-17 08:52:14,116.472245,39.928384
Car-1,2008-05-17 08:52:16,116.472247,39.928454
Car-1,2008-05-17 08:52:18,116.472242,39.928485
Car-1,2008-05-17 08:52:20,116.472247,39.928538
Car-1,2008-05-17 08:52:22,116.472263,39.928607
Car-1,2008-05-17 08:52:24,116.472247,39.928714
Car-1,2008-05-17 08:52:26,116.472289,39.928893
Car-1,2008-05-17 08:52:28,116.472317,39.929104
Car-1,2008-05-17 08:52:30,116.472322,39.929321
Car-1,2008-05-17 08:52:32,116.47234,39.92953
Car-1,2008-05-17 08:52:34,116.47237,39.929739
Car-1,2008-05-17 08:52:36,116.472377,39.929955
Car-1,2008-05-17 08:52:38,116.472383,39.930182
Car-1,2008-05-17 08:52:40,116.472359,39.930437
Car-1,2008-05-17 08:52:42,116.472354,39.930719
Car-1,2008-05-17 08:52:44,116.472351,39.931015
Car-1,2008-05-17 08:52:46,116.472356,39.9313
Car-1,2008-05-17 08:52:48,116.472377,39.931566
Car-1,2008-05-17 08:52:50,116.472397,39.931782
Car-1,2008-05-17 08:52:52,116.472398,39.931936
Car-1,2008-05-17 08:52:54,116.472403,39.932033
Car-1,2008-05-17 08:52:56,116.472391,39.932067
Car-1,2008-05-17 08:54:22,116.472306,39.932306
Car-1,2008-05-17 08:54:24,116.472227,39.932381
Car-1,2008-05-17 08:54:26,116.472079,39.932454
Car-1,2008-05-17 08:54:28,116.471895,39.932484
Car-1,2008-05-17 08:54:30,116.471654,39.932503
Car-1,2008-05-17 08:54:32,116.471384,39.932509
Car-1,2008-05-17 08:54:34,116.471061,39.932512
Car-1,2008-05-17 08:54:36,116.470716,39.932501
Car-1,2008-05-17 08:54:38,116.470326,39.932498
Car-1,2008-05-17 08:54:40,116.46991,39.932504
Car-1,2008-05-17 08:54:42,116.469481,39.932498
Car-1,2008-05-17 08:54:44,116.469071,39.932497
Car-1,2008-05-17 08:54:46,116.468674,39.932479
Car-1,2008-05-17 08:54:48,116.468301,39.932485
Car-1,2008-05-17 08:54:50,116.467954,39.93248
Car-1,2008-05-17 08:54:52,116.467644,39.932478
