agent_id,time,lng,lat
Car-1,2008-05-10 02:56:08,116.456845,39.9925349
Car-1,2008-05-10 02:56:09,116.4568433,39.9925583
Car-1,2008-05-10 02:56:11,116.4568416,39.9926266
Car-1,2008-05-10 02:56:13,116.4568433,39.9926833
Car-1,2008-05-10 02:56:15,116.4568416,39.99274
Car-1,2008-05-10 02:56:17,116.4568416,39.9927883
Car-1,2008-05-10 02:56:19,116.4568416,39.9928299
Car-1,2008-05-10 02:56:21,116.4568399,39.9928666
Car-1,2008-05-10 02:56:23,116.4568416,39.9929066
Car-1,2008-05-10 02:56:25,116.4568483,39.9929416
Car-1,2008-05-10 02:56:27,116.4568533,39.9929733
Car-1,2008-05-10 02:56:29,116.4568516,39.9929849
Car-1,2008-05-10 02:56:31,116.456845,39.9930066
Car-1,2008-05-10 02:56:33,116.4568399,39.9930416
Car-1,2008-05-10 02:56:35,116.4568399,39.9930783
Car-1,2008-05-10 02:56:37,116.4568316,39.9931133
Car-1,2008-05-10 02:56:39,116.4567933,39.9931399
Car-1,2008-05-10 02:56:41,116.4567483,39.9931933
Car-1,2008-05-10 02:56:43,116.4567316,39.9932833
Car-1,2008-05-10 02:56:45,116.4567233,39.9933916
Car-1,2008-05-10 02:56:47,116.4567149,39.9935183
Car-1,2008-05-10 02:56:49,116.4566999,39.9936583
Car-1,2008-05-10 02:56:51,116.4566883,39.9938
Car-1,2008-05-10 02:56:53,116.4566799,39.9939466
Car-1,2008-05-10 02:56:55,116.45667,39.994095
Car-1,2008-05-10 02:56:57,116.4566633,39.9942383
Car-1,2008-05-10 02:56:59,116.456655,39.99438
Car-1,2008-05-10 02:57:01,116.4566483,39.994515
Car-1,2008-05-10 02:57:03,116.4566416,39.994645
Car-1,2008-05-10 02:57:05,116.4566366,39.9947749
Car-1,2008-05-10 02:57:07,116.4566299,39.99491
Car-1,2008-05-10 02:57:09,116.4566233,39.9950549
Car-1,2008-05-10 02:57:11,116.4566183,39.9951933
Car-1,2008-05-10 02:57:13,116.4566116,39.9953099
Car-1,2008-05-10 02:57:15,116.4566083,39.9953949
Car-1,2008-05-10 02:57:17,116.456605,39.99544
Car-1,2008-05-10 02:57:19,116.4566,39.9954599
Car-1,2008-05-10 02:57:21,116.4565983,39.9954683
Car-1,2008-05-10 02:57:26,116.4565983,39.99547
Car-1,2008-05-10 02:57:31,116.4565983,39.99547
Car-1,2008-05-10 02:57:36,116.4565983,39.99547
Car-1,2008-05-10 02:57:39,116.4565983,39.99547
Car-1,2008-05-10 02:57:41,116.4565983,39.99547
Car-1,2008-05-10 02:57:46,116.4565966,39.9954799
Car-1,2008-05-10 02:57:48,116.4565899,39.9955016
Car-1,2008-05-10 02:57:50,116.4565833,39.9955116
Car-1,2008-05-10 02:57:55,116.4565683,39.9955233
Car-1,2008-05-10 02:58:00,116.4565683,39.9955233
Car-1,2008-05-10 02:58:05,116.4565683,39.9955233
Car-1,2008-05-10 02:58:10,116.4565683,39.9955233
Car-1,2008-05-10 02:58:15,116.4565683,39.9955233
Car-1,2008-05-10 02:58:18,116.4565683,39.9955233
Car-1,2008-05-10 02:58:20,116.4565666,39.9955233
Car-1,2008-05-10 02:58:22,116.4565433,39.9955199
Car-1,2008-05-10 02:58:24,116.4565183,39.9955066
Car-1,2008-05-10 02:58:26,116.4565049,39.9954766
Car-1,2008-05-10 02:58:28,116.4565116,39.995415
Car-1,2008-05-10 02:58:30,116.4565249,39.9953183
Car-1,2008-05-10 02:58:32,116.4565383,39.995215
Car-1,2008-05-10 02:58:34,116.4565533,39.9951016
