agent_id,time,lng,lat
Car-1,2008-05-30 02:37:55,116.47186,39.927255
Car-1,2008-05-30 02:37:57,116.4718716,39.9272
Car-1,2008-05-30 02:38:05,116.4719366,39.9269349
Car-1,2008-05-30 02:38:07,116.4718833,39.9267849
Car-1,2008-05-30 02:38:09,116.4718616,39.9266483
Car-1,2008-05-30 02:38:11,116.4718583,39.9264966
Car-1,2008-05-30 02:38:13,116.471845,39.9263199
Car-1,2008-05-30 02:38:15,116.4718183,39.9261333
Car-1,2008-05-30 02:38:17,116.4718316,39.9259699
Car-1,2008-05-30 02:38:19,116.4718349,39.9258166
Car-1,2008-05-30 02:38:21,116.4718633,39.925655
Car-1,2008-05-30 02:38:23,116.47186,39.9254733
Car-1,2008-05-30 02:38:25,116.4718566,39.9252816
Car-1,2008-05-30 02:38:27,116.4718583,39.9250783
Car-1,2008-05-30 02:38:44,116.4718833,39.9230633
Car-1,2008-05-30 02:38:47,116.4718783,39.922755
Car-1,2008-05-30 02:38:49,116.471875,39.9225816
Car-1,2008-05-30 02:38:51,116.4718516,39.9224316
Car-1,2008-05-30 02:38:59,116.4718499,39.9221699
Car-1,2008-05-30 02:39:02,116.4718433,39.9221599
Car-1,2008-05-30 02:39:12,116.47179,39.9221049
Car-1,2008-05-30 02:39:15,116.4718516,39.9221449
Car-1,2008-05-30 02:39:22,116.4717216,39.9221016
Car-1,2008-05-30 02:39:29,116.4717083,39.9221149
Car-1,2008-05-30 02:39:31,116.471705,39.92211
Car-1,2008-05-30 02:39:47,116.4717566,39.9221283
Car-1,2008-05-30 02:40:26,116.4717416,39.9220866
Car-1,2008-05-30 02:40:38,116.4716516,39.9221966
Car-1,2008-05-30 02:40:50,116.4716383,39.9221983
Car-1,2008-05-30 02:40:52,116.4716399,39.9221566
Car-1,2008-05-30 02:40:54,116.4716383,39.9220833
Car-1,2008-05-30 02:40:56,116.4716366,39.9219833
Car-1,2008-05-30 02:41:08,116.4717583,39.9211316
Car-1,2008-05-30 02:41:10,116.4717883,39.9210099
Car-1,2008-05-30 02:41:12,116.4718116,39.9208716
Car-1,2008-05-30 02:41:14,116.4718183,39.9207183
Car-1,2008-05-30 02:41:16,116.4718349,39.92054
Car-1,2008-05-30 02:41:18,116.4718549,39.9204016
Car-1,2008-05-30 02:41:20,116.4718499,39.9202533
Car-1,2008-05-30 02:41:22,116.471865,39.9201449
Car-1,2008-05-30 02:41:43,116.4718083,39.9200833
Car-1,2008-05-30 02:47:36,116.4728283,39.9089299
