agent_id,time,lng,lat
Car-1,2008-08-29 11:27:09,116.3290066,39.976975
Car-1,2008-08-29 11:27:10,116.3289266,39.9769716
Car-1,2008-08-29 11:27:14,116.3286316,39.9770033
Car-1,2008-08-29 11:27:18,116.3284066,39.9769883
Car-1,2008-08-29 11:27:22,116.3281149,39.9769766
Car-1,2008-08-29 11:27:26,116.3278049,39.9769316
Car-1,2008-08-29 11:27:30,116.3276266,39.9769133
Car-1,2008-08-29 11:27:34,116.3274883,39.9769799
Car-1,2008-08-29 11:27:38,116.3274583,39.9772199
Car-1,2008-08-29 11:27:44,116.3274366,39.9777099
Car-1,2008-08-29 11:27:50,116.3274033,39.9783166
Car-1,2008-08-29 11:27:56,116.3274233,39.9787933
Car-1,2008-08-29 11:28:00,116.3274199,39.9789383
Car-1,2008-08-29 11:28:02,116.3274199,39.978965
Car-1,2008-08-29 11:28:04,116.3274233,39.9789783
Car-1,2008-08-29 11:28:16,116.3274233,39.9789783
Car-1,2008-08-29 11:28:18,116.3274266,39.9789833
Car-1,2008-08-29 11:28:20,116.3274249,39.9790099
Car-1,2008-08-29 11:28:24,116.3274183,39.9791399
Car-1,2008-08-29 11:28:28,116.3274216,39.9793049
Car-1,2008-08-29 11:28:32,116.3274149,39.97954
Car-1,2008-08-29 11:28:38,116.3273866,39.97997
Car-1,2008-08-29 11:28:44,116.32736,39.9805383
Car-1,2008-08-29 11:28:50,116.3273116,39.9810683
Car-1,2008-08-29 11:28:56,116.3272566,39.9815349
Car-1,2008-08-29 11:29:02,116.3272616,39.9819416
Car-1,2008-08-29 11:29:08,116.3272499,39.9824816
Car-1,2008-08-29 11:29:14,116.3273149,39.9828366
Car-1,2008-08-29 11:29:18,116.32729,39.9829099
Car-1,2008-08-29 11:29:22,116.3272716,39.9832066
Car-1,2008-08-29 11:29:28,116.3272616,39.9837199
Car-1,2008-08-29 11:29:34,116.3272849,39.9842533
Car-1,2008-08-29 11:29:38,116.3274133,39.9844599
Car-1,2008-08-29 11:29:42,116.3277016,39.9845266
Car-1,2008-08-29 11:29:48,116.3283866,39.9845783
Car-1,2008-08-29 11:29:54,116.3292816,39.9846299
Car-1,2008-08-29 11:30:00,116.3303066,39.9846699
Car-1,2008-08-29 11:30:06,116.3314583,39.9847383
Car-1,2008-08-29 11:30:12,116.3325966,39.9847983
Car-1,2008-08-29 11:30:18,116.333765,39.9848216
Car-1,2008-08-29 11:30:24,116.3349249,39.9848249
Car-1,2008-08-29 11:30:30,116.3360949,39.9848849
Car-1,2008-08-29 11:30:36,116.3372216,39.9849383
Car-1,2008-08-29 11:30:42,116.3381833,39.9850633
Car-1,2008-08-29 11:30:48,116.3390249,39.985145
Car-1,2008-08-29 11:30:54,116.3400366,39.9851933
Car-1,2008-08-29 11:31:00,116.3412216,39.9852583
Car-1,2008-08-29 11:31:06,116.3425183,39.9853083
Car-1,2008-08-29 11:31:12,116.3439549,39.98535
Car-1,2008-08-29 11:31:18,116.3452849,39.9853983
Car-1,2008-08-29 11:31:24,116.3465866,39.98544
Car-1,2008-08-29 11:31:30,116.3478416,39.9855033
Car-1,2008-08-29 11:31:36,116.3491983,39.9855449
Car-1,2008-08-29 11:31:42,116.3506666,39.9855833
Car-1,2008-08-29 11:31:48,116.35213,39.9856266
Car-1,2008-08-29 11:31:54,116.3533666,39.9856633
Car-1,2008-08-29 11:32:00,116.3544099,39.9856933
Car-1,2008-08-29 11:32:06,116.3553899,39.9857
Car-1,2008-08-29 11:32:12,116.3561266,39.98572
Car-1,2008-08-29 11:32:18,116.3570499,39.9857733
Car-1,2008-08-29 11:32:24,116.3581966,39.985815
Car-1,2008-08-29 11:32:30,116.3595816,39.9858749
Car-1,2008-08-29 11:32:36,116.3610666,39.9859199
Car-1,2008-08-29 11:32:42,116.3626116,39.9859616
Car-1,2008-08-29 11:32:48,116.3641266,39.9859983
Car-1,2008-08-29 11:32:54,116.3653833,39.9860083
Car-1,2008-08-29 11:33:00,116.3665466,39.9859866
Car-1,2008-08-29 11:33:06,116.3677849,39.9859433
Car-1,2008-08-29 11:33:12,116.3688483,39.9859566
Car-1,2008-08-29 11:33:18,116.3696699,39.9859616
Car-1,2008-08-29 11:33:25,116.3704633,39.9858716
Car-1,2008-08-29 11:33:31,116.3712233,39.9856283
Car-1,2008-08-29 11:33:37,116.3720866,39.9855883
Car-1,2008-08-29 11:33:43,116.3728416,39.9857866
Car-1,2008-08-29 11:33:49,116.3732183,39.9861916
Car-1,2008-08-29 11:33:55,116.3731383,39.98674
Car-1,2008-08-29 11:34:01,116.3726133,39.9871949
Car-1,2008-08-29 11:34:07,116.3721149,39.987735
Car-1,2008-08-29 11:34:13,116.3718733,39.9883883
Car-1,2008-08-29 11:34:19,116.3716316,39.9889983
Car-1,2008-08-29 11:34:25,116.3713916,39.9896916
Car-1,2008-08-29 11:34:31,116.3711216,39.9903599
Car-1,2008-08-29 11:34:37,116.3707883,39.9910433
Car-1,2008-08-29 11:34:43,116.3704049,39.9916933
Car-1,2008-08-29 11:34:49,116.3698633,39.9923566
Car-1,2008-08-29 11:36:21,116.3658333,39.9975416
Car-1,2008-08-29 11:37:57,116.3612883,40.0035883
Car-1,2008-08-29 11:40:17,116.3449466,40.0250383
Car-1,2008-08-29 11:40:27,116.3434699,40.02696
Car-1,2008-08-29 11:40:37,116.3421716,40.0287033
Car-1,2008-08-29 11:40:43,116.3414866,40.0295816
Car-1,2008-08-29 11:40:49,116.3406966,40.0305699
Car-1,2008-08-29 11:40:59,116.3391183,40.0325516
Car-1,2008-08-29 11:41:09,116.3377233,40.0343466
Car-1,2008-08-29 11:41:15,116.337015,40.0352766
Car-1,2008-08-29 11:41:21,116.3362383,40.0362933
Car-1,2008-08-29 11:41:31,116.3347166,40.0381916
Car-1,2008-08-29 11:41:41,116.33305,40.0403999
Car-1,2008-08-29 11:41:51,116.3313216,40.0426866
Car-1,2008-08-29 11:42:01,116.3297716,40.0447383
Car-1,2008-08-29 11:42:11,116.3283383,40.0467399
Car-1,2008-08-29 11:42:21,116.32673,40.0487249
Car-1,2008-08-29 11:42:31,116.3250866,40.0508566
Car-1,2008-08-29 11:42:41,116.3232916,40.05323
Car-1,2008-08-29 11:42:51,116.3214899,40.0555799
Car-1,2008-08-29 11:43:01,116.31973,40.0579
Car-1,2008-08-29 11:43:11,116.3180583,40.0601099
Car-1,2008-08-29 11:43:41,116.3130166,40.0665099
Car-1,2008-08-29 11:43:48,116.3121866,40.0677016
Car-1,2008-08-29 11:43:54,116.3114666,40.0687216
Car-1,2008-08-29 11:44:00,116.3108483,40.0695916
Car-1,2008-08-29 11:44:06,116.3106449,40.0700583
Car-1,2008-08-29 11:44:12,116.3105749,40.07027
Car-1,2008-08-29 11:44:16,116.3105516,40.0703783
Car-1,2008-08-29 11:44:20,116.3104916,40.070435
Car-1,2008-08-29 11:44:22,116.3104849,40.0704299
Car-1,2008-08-29 11:44:37,116.3104849,40.0704299
Car-1,2008-08-29 11:44:39,116.3104899,40.0704233
Car-1,2008-08-29 11:44:41,116.3104766,40.070435
Car-1,2008-08-29 11:44:43,116.3104666,40.0704416
Car-1,2008-08-29 11:44:52,116.31048,40.0704366
Car-1,2008-08-29 11:44:54,116.3104683,40.0704616
Car-1,2008-08-29 11:44:56,116.3104299,40.0705033
Car-1,2008-08-29 11:45:00,116.3102916,40.0706366
Car-1,2008-08-29 11:45:04,116.3101266,40.0707916
Car-1,2008-08-29 11:45:08,116.3099966,40.0710266
Car-1,2008-08-29 11:45:12,116.3099266,40.0712899
Car-1,2008-08-29 11:45:18,116.3097699,40.0716649
